,gM,rbM,rI,gI,bI
6173,19,27,1,5,4
6174,12,19,3,5,4
6175,10,37,1,4,3
6176,16,18,1,5,4
6177,19,34,1,6,4
6178,21,40,1,5,4
6179,22,41,1,6,4
6180,10,30,2,5,3
6181,6,16,2,4,3
6182,8,24,8,27,12
6183,7,21,9,32,14
6184,7,22,8,32,15
6185,22,29,4,7,4
6186,14,23,1,4,4
6187,11,39,1,6,4
6188,8,26,2,5,3
6189,9,28,2,5,3
6190,6,25,1,4,3
6191,6,13,2,4,4
6192,15,29,6,14,10
6193,14,28,6,15,11
6194,12,26,6,18,13
6195,9,20,8,24,18
6196,8,19,8,28,21
6197,8,18,9,30,21
6198,8,18,9,27,21
6199,9,20,8,25,20
6200,9,20,8,26,18
6201,5,17,9,45,27
6202,5,15,10,47,33
6203,6,17,9,36,25
6204,11,25,6,21,16
6205,9,21,8,26,17
6206,5,16,10,42,26
6207,5,17,9,42,28
6208,8,19,9,29,18
6209,7,16,10,31,23
6210,6,16,10,35,24
6211,6,17,9,35,23
6212,8,20,8,29,20
6213,20,35,4,10,9
6214,14,25,3,5,3
6215,16,29,6,14,10
6216,9,26,7,24,12
6217,7,21,8,33,16
6218,8,22,8,30,15
6219,24,31,5,7,4
6220,6,13,1,5,3
6221,8,28,6,28,13
6222,24,36,3,6,4
6223,12,29,5,18,14
6224,16,34,4,14,12
6225,8,22,7,30,20
6226,21,34,4,7,5
6227,7,19,8,34,22
6228,7,21,7,33,21
6229,19,41,4,11,6
6230,6,26,1,4,3
6231,14,37,2,5,4
6232,7,24,2,5,3
6233,24,36,3,5,3
6234,24,40,2,5,4
6235,16,43,3,14,9
6236,10,24,2,4,3
6237,9,19,10,25,14
6238,5,18,10,41,17
6239,5,15,12,43,19
6240,6,16,11,38,19
6241,8,18,10,29,16
6242,11,25,8,20,10
6243,23,38,5,8,4
6244,6,17,11,37,17
6245,5,16,11,42,19
6246,10,21,9,23,13
6247,19,31,7,11,6
6248,23,34,3,5,3
6249,18,28,3,5,3
6250,5,17,2,4,3
6251,24,40,3,7,5
6252,9,27,6,25,14
6253,19,46,4,11,5
6254,11,31,5,20,11
6255,16,24,7,13,11
6256,10,17,10,22,19
6257,11,20,8,21,18
6258,12,20,8,19,16
6259,18,29,5,12,11
6260,6,13,12,38,30
6261,5,11,13,44,42
6262,5,11,14,45,42
6263,5,12,12,43,40
6264,6,14,10,35,34
6265,9,18,8,24,23
6266,19,30,5,11,9
6267,15,23,7,15,13
6268,5,14,10,41,35
6269,11,21,7,20,17
6270,17,29,5,12,10
6271,6,16,10,35,25
6272,11,21,7,21,19
6273,19,29,5,11,10
6274,6,15,11,35,23
6275,5,11,14,47,34
6276,6,17,9,35,28
6277,12,22,7,18,16
6278,20,30,5,10,9
6279,12,19,10,19,13
6280,11,16,11,21,17
6281,9,17,10,25,18
6282,10,18,9,22,19
6283,16,30,5,13,11
6284,21,34,4,9,8
6285,24,30,5,7,6
6286,23,28,6,8,7
6287,21,27,7,10,8
6288,17,24,8,12,9
6289,13,20,1,4,4
6290,15,27,7,15,9
6291,8,19,9,29,16
6292,8,19,9,29,17
6293,5,17,10,42,20
6294,5,16,10,45,23
6295,5,18,9,42,21
6296,6,23,7,36,18
6297,22,31,3,5,3
6298,6,17,10,38,19
6299,6,18,2,5,4
6300,14,36,5,16,8
6301,7,34,1,5,3
6302,18,29,7,11,6
6303,8,18,11,29,15
6304,7,18,11,30,15
6305,8,19,10,28,15
6306,8,21,10,28,12
6307,5,14,13,48,22
6308,5,15,12,46,21
6309,6,17,2,4,3
6310,18,44,3,12,9
6311,23,30,5,8,4
6312,10,23,9,23,10
6313,6,18,11,35,15
6314,5,16,12,42,17
6315,5,15,13,43,18
6316,5,16,12,44,18
6317,6,18,10,39,17
6318,8,21,9,29,14
6319,12,24,10,19,8
6320,11,21,11,21,10
6321,9,21,11,24,10
6322,9,20,11,24,11
6323,10,21,10,23,11
6324,23,26,4,6,4
6325,22,26,7,9,5
6326,16,27,9,13,6
6327,5,22,1,4,3
6328,12,22,3,5,4
6329,21,24,4,6,4
6330,22,22,5,7,4
6331,23,25,4,6,4
6332,21,29,6,9,5
6333,22,30,7,9,5
6334,18,23,4,6,4
6335,19,29,8,11,5
6336,16,22,12,14,7
6337,15,24,10,14,7
6338,18,27,9,12,6
6339,22,35,5,8,4
6340,13,22,12,17,8
6341,10,17,16,22,10
6342,11,18,15,21,10
6343,13,21,11,17,9
6344,23,28,4,7,4
6345,13,19,13,17,9
6346,8,14,16,29,15
6347,6,12,19,37,20
6348,5,11,20,42,21
6349,6,12,19,40,20
6350,6,13,17,35,17
6351,8,16,14,27,14
6352,9,17,15,24,11
6353,5,11,20,47,22
6354,5,12,17,46,22
6355,9,17,13,25,12
6356,24,21,5,6,4
6357,7,16,14,30,14
6358,22,22,9,10,5
6359,13,21,13,17,8
6360,7,13,18,34,15
6361,5,12,17,45,21
6362,20,22,11,11,6
6363,13,20,14,17,8
6364,10,17,17,23,10
6365,9,15,19,25,12
6366,8,14,21,30,13
6367,8,13,20,30,14
6368,7,14,18,32,14
6369,9,16,15,25,12
6370,15,29,3,6,3
6371,24,17,10,9,5
6372,18,22,12,12,5
6373,16,25,11,14,6
6374,24,17,9,9,5
6375,24,19,9,9,5
6376,24,22,9,9,5
6377,5,11,1,5,3
6378,17,22,4,6,3
6379,23,20,5,6,4
6380,22,17,6,7,4
6381,24,18,6,7,4
6382,12,22,3,5,3
6383,19,23,4,6,3
6384,5,21,1,4,3
6385,23,45,1,5,4
6386,15,28,6,15,11
6387,18,26,2,5,5
6388,8,20,8,30,19
6389,6,18,9,35,21
6390,7,18,9,32,22
6391,8,20,8,28,19
6392,6,20,8,37,21
6393,5,18,9,42,23
6394,5,16,10,46,23
6395,8,21,8,29,17
6396,7,19,9,33,18
6397,7,20,8,31,18
6398,17,31,6,13,8
6399,21,30,3,6,5
6400,24,33,4,7,6
6401,23,32,4,7,6
6402,23,32,5,8,7
6403,20,26,7,10,8
6404,13,18,12,17,12
6405,19,28,7,11,8
6406,15,20,11,15,10
6407,11,17,14,20,12
6408,11,16,15,21,13
6409,10,15,16,22,14
6410,15,37,4,15,9
6411,12,17,13,18,12
6412,9,14,18,25,14
6413,8,13,20,29,15
6414,8,14,18,28,14
6415,9,15,17,26,13
6416,10,16,15,23,13
6417,11,17,13,21,12
6418,10,15,16,22,13
6419,8,12,22,30,16
6420,7,11,24,34,18
6421,7,12,22,31,16
6422,8,13,20,28,15
6423,9,14,17,25,14
6424,11,16,15,21,12
6425,11,16,15,20,12
6426,7,11,24,31,17
6427,7,11,25,34,18
6428,9,14,19,26,14
6429,10,14,19,23,13
6430,8,11,26,29,16
6431,11,17,14,21,12
6432,20,25,8,10,8
6433,17,21,11,13,9
6434,12,15,16,18,12
6435,9,12,23,25,14
6436,9,15,16,24,13
6437,11,19,12,20,11
6438,21,24,8,10,8
6439,17,19,13,13,9
6440,12,14,19,18,13
6441,9,11,28,26,15
6442,7,11,23,31,17
6443,16,17,14,14,10
6444,11,13,22,20,13
6445,9,13,19,26,15
6446,10,17,14,22,12
6447,14,24,9,15,9
6448,23,39,3,8,7
6449,23,46,2,7,6
6450,24,29,6,8,7
6451,11,12,24,21,13
6452,5,25,1,5,3
6453,14,23,11,16,8
6454,12,22,12,18,8
6455,13,23,11,17,8
6456,21,23,9,10,8
6457,17,17,14,13,10
6458,11,12,23,20,13
6459,10,14,18,23,14
6460,21,35,3,7,6
6461,23,32,3,6,5
6462,8,15,15,28,14
6463,7,14,16,32,15
6464,7,14,16,32,16
6465,7,14,15,31,16
6466,22,25,8,9,7
6467,18,19,12,12,9
6468,14,14,20,16,11
6469,8,12,22,27,16
6470,11,15,16,21,13
6471,12,23,10,18,9
6472,6,15,14,36,16
6473,6,15,13,36,19
6474,21,21,10,10,8
6475,17,16,17,13,9
6476,12,11,27,19,13
6477,10,13,19,23,14
6478,6,15,14,39,17
6479,5,14,14,43,20
6480,24,25,7,8,7
6481,21,19,12,10,8
6482,16,15,19,14,10
6483,8,11,23,29,17
6484,10,18,13,23,11
6485,7,14,16,34,15
6486,5,12,19,46,20
6487,5,12,18,48,20
6488,5,13,16,45,18
6489,7,16,13,34,15
6490,20,18,13,11,8
6491,16,14,21,14,10
6492,9,13,20,25,15
6493,15,22,13,15,7
6494,10,21,12,22,9
6495,24,28,6,8,6
6496,23,22,9,9,7
6497,21,18,13,10,8
6498,17,15,19,13,10
6499,13,14,23,17,11
6500,12,11,29,19,13
6501,10,12,21,23,15
6502,11,15,16,20,13
6503,18,24,2,5,5
6504,24,23,5,7,4
6505,23,18,9,9,5
6506,22,23,9,10,5
6507,20,23,10,11,6
6508,19,24,10,11,6
6509,21,19,12,10,7
6510,20,17,14,11,8
6511,17,15,17,13,9
6512,17,14,20,13,10
6513,16,14,22,14,10
6514,14,13,22,16,11
6515,13,14,20,17,12
6516,13,15,17,17,12
6517,13,17,14,17,11
6518,6,30,1,5,3
6519,23,29,5,7,5
6520,24,25,7,8,6
6521,23,20,10,9,7
6522,21,19,11,10,8
6523,20,19,13,11,8
6524,18,20,12,12,8
6525,20,20,12,11,8
6526,19,22,10,11,8
6527,21,22,4,5,4
6528,22,25,4,6,4
6529,22,20,5,6,4
6530,24,26,7,8,7
6531,5,23,1,4,3
6532,24,29,5,7,6
6533,23,29,5,7,6
6534,7,29,1,4,3
6535,18,27,2,5,5
6536,8,19,9,28,17
6537,8,21,8,27,17
6538,6,19,9,38,19
6539,6,18,9,40,21
6540,7,19,9,30,16
6541,8,22,8,29,15
6542,24,41,3,6,3
6543,5,19,2,5,3
6544,15,26,6,15,13
6545,7,19,8,31,22
6546,6,19,8,35,24
6547,7,19,8,33,24
6548,8,19,8,30,23
6549,12,30,5,18,13
6550,6,19,8,40,25
6551,5,17,9,46,29
6552,5,15,10,47,30
6553,5,17,9,43,29
6554,6,19,8,37,25
6555,9,25,6,25,18
6556,8,22,7,28,18
6557,7,20,8,31,20
6558,7,18,9,33,21
6559,9,30,5,25,15
6560,15,42,3,14,10
6561,9,26,6,25,14
6562,7,17,1,4,4
6563,7,30,1,4,3
6564,17,27,3,5,3
6565,8,32,1,4,3
